session,prey_transect_id_prey,species,prey_tl
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,tomtate,7
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,15
158,9840,white grunt,4
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,12
158,9840,white grunt,7
158,9840,white grunt,7
158,9840,white grunt,7
158,9840,white grunt,7
158,9840,white grunt,7
158,9840,white grunt,7
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,white grunt,9
158,9840,spotted moray,40
158,9840,purplemouth moray,40
158,9840,redband parrotfish,3
158,9840,redband parrotfish,4
158,9840,striped parrotfish,8
158,9840,striped parrotfish,5
158,9840,striped parrotfish,5
158,9840,striped parrotfish,5
158,9840,mahogany snapper,12
158,9840,yellowtail snapper,9
158,9840,blue tang,7
158,9840,bluehead wrasse,6
158,9840,bluehead wrasse,7
158,9840,sharpnose puffer,6
158,9840,hogfish,36
158,9840,hogfish,28
158,9840,hogfish,30
158,9840,hogfish,34
158,9841,beaugregory,6
158,9841,bicolor damselfish,4
158,9841,bicolor damselfish,4
158,9841,bridled goby,6
158,9841,bridled goby,6
158,9841,bridled goby,5
158,9841,bridled goby,4
158,9841,goldspot goby,7
158,9841,goldspot goby,6
158,9841,goldspot goby,8
158,9841,masked goby,2
158,9841,neon goby,5
158,9841,neon goby,4
158,9841,neon goby,5
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,6
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,french grunt,7
158,9841,tomtate,8
158,9841,tomtate,8
158,9841,tomtate,8
158,9841,tomtate,8
158,9841,tomtate,4
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,tomtate,7
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,12
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,white grunt,15
158,9841,cottonwick,9
158,9841,cottonwick,9
158,9841,rainbow parrotfish,65
158,9841,redband parrotfish,8
158,9841,redband parrotfish,5
158,9841,redband parrotfish,4
158,9841,striped parrotfish,9
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,5
158,9841,striped parrotfish,6
158,9841,striped parrotfish,3
158,9841,yellowtail snapper,9
158,9841,yellowtail snapper,8
158,9841,yellowtail snapper,5
158,9841,bluehead wrasse,4
158,9841,slippery dick,8
158,9532,beaugregory,6
158,9532,bicolor damselfish,4
158,9532,bicolor damselfish,5
158,9532,bluehead wrasse,8
158,9532,bridled goby,4
158,9532,bridled goby,4
158,9532,bridled goby,4
158,9532,bridled goby,5
158,9532,bridled goby,5
158,9532,bridled goby,5
158,9532,bridled goby,6
158,9532,bridled goby,6
158,9532,bridled goby,6
158,9532,colon goby,4
158,9532,french grunt,2
158,9532,french grunt,3
158,9532,french grunt,4
158,9532,french grunt,6
158,9532,french grunt,6
158,9532,french grunt,6
158,9532,french grunt,7
158,9532,french grunt,7
158,9532,french grunt,7
158,9532,french grunt,7
158,9532,french grunt,8
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,9
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,french grunt,10
158,9532,goldspot goby,5
158,9532,goldspot goby,5
158,9532,goldspot goby,7
158,9532,goldspot goby,7
158,9532,hogfish,26
158,9532,lancer dragonet,4
158,9532,porkfish,26
158,9532,redband parrotfish,6
158,9532,redband parrotfish,7
158,9532,slippery dick,8
158,9532,slippery dick,12
158,9532,striped parrotfish,4
158,9532,striped parrotfish,5
158,9532,striped parrotfish,5
158,9532,striped parrotfish,6
158,9532,striped parrotfish,6
158,9532,striped parrotfish,6
158,9532,striped parrotfish,6
158,9532,striped parrotfish,6
158,9532,striped parrotfish,7
158,9532,tomtate,9
158,9532,tomtate,9
158,9532,tomtate,10
158,9532,tomtate,10
158,9532,tomtate,10
158,9532,white grunt,7
158,9532,white grunt,7
158,9532,white grunt,8
158,9532,white grunt,8
158,9532,white grunt,8
158,9532,white grunt,9
158,9532,white grunt,9
158,9532,white grunt,10
158,9532,white grunt,10
158,9532,white grunt,10
158,9532,white grunt,10
158,9532,white grunt,11
158,9532,white grunt,12
158,9532,yellowtail snapper,6
158,9532,yellowtail snapper,6
158,9533,beaugregory,3
158,9533,beaugregory,5
158,9533,beaugregory,6
158,9533,beaugregory,7
158,9533,beaugregory,8
158,9533,beaugregory,8
158,9533,bicolor damselfish,5
158,9533,blue parrotfish,6
158,9533,bluehead wrasse,9
158,9533,bridled goby,5
158,9533,bridled goby,6
158,9533,bridled goby,7
158,9533,colon goby,3
158,9533,colon goby,3
158,9533,colon goby,5
158,9533,doctorfish,23
158,9533,foureye butterflyfish,7
158,9533,goldspot goby,4
158,9533,goldspot goby,5
158,9533,goldspot goby,6
158,9533,goldspot goby,6
158,9533,goldspot goby,6
158,9533,goldspot goby,7
158,9533,hogfish,23
158,9533,neon goby,3
158,9533,neon goby,4
158,9533,neon goby,4
158,9533,neon goby,4
158,9533,neon goby,5
158,9533,neon goby,5
158,9533,neon goby,5
158,9533,neon goby,5
158,9533,neon goby,5
158,9533,porkfish,10
158,9533,queen angelfish,4
158,9533,redband parrotfish,2
158,9533,roughhead blenny,3
158,9533,roughhead blenny,3
158,9533,sharpnose puffer,7
158,9533,sharpnose puffer,7
158,9533,striped parrotfish,4
158,9533,striped parrotfish,4
158,9533,striped parrotfish,4
158,9533,striped parrotfish,5
158,9533,striped parrotfish,5
158,9533,striped parrotfish,5
158,9533,striped parrotfish,5
158,9533,striped parrotfish,5
158,9533,striped parrotfish,5
158,9533,striped parrotfish,6
158,9533,striped parrotfish,6
158,9533,striped parrotfish,6
158,9533,striped parrotfish,7
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,4
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,5
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,6
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,7
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,8
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,9
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,tomtate,10
158,9533,white grunt,8
158,9533,white grunt,8
158,9533,white grunt,8
158,9533,white grunt,8
158,9533,white grunt,8
158,9533,white grunt,8
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,9
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,white grunt,10
158,9533,yellowtail snapper,6
158,9533,yellowtail snapper,7
158,9533,yellowtail snapper,7
158,9533,yellowtail snapper,7
158,9533,yellowtail snapper,7
159,9838,beaugregory,7
159,9838,beaugregory,7
159,9838,beaugregory,7
159,9838,bicolor damselfish,4
159,9838,dusky damselfish,5
159,9838,dusky damselfish,5
159,9838,bridled goby,6
159,9838,bridled goby,6
159,9838,bridled goby,4
159,9838,bridled goby,4
159,9838,bridled goby,5
159,9838,bridled goby,5
159,9838,bridled goby,6
159,9838,colon goby,7
159,9838,colon goby,6
159,9838,goldspot goby,4
159,9838,goldspot goby,6
159,9838,goldspot goby,6
159,9838,goldspot goby,5
159,9838,goldspot goby,4
159,9838,french grunt,12
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,8
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
159,9838,tomtate,5
