session,date_site,site,SVC_date,SVC_surveyor,SVC_dive_start,SVC_dive_end,SVC_sample_start,SVC_sample_end,SVC_total_sample_time,SVC_cylinder_rad,SVC_cylinder_area,SVC_temp_f,SVC_current,SVC_vis_ft,SVC_habitat,SVC_max_depth,SVC_min_depth,SVC_stat_depth,max_hard_relief,max_soft_relief,Sub < .2m,Sub .2-.5m,Sub .5-1m,Sub 1-1.5m,Sub > 1.5m,sand,hard-bottom,Rubble,Algae (<1cm),Algae (>1cm),sponge,octocoral,stony,other,period,species,SVC_abundance,SVC_mean_tl,SVC_min_tl,SVC_max_tl
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,redband parrotfish,2,4,4,11
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,stoplight parrotfish,3,7,3,7
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,reef butterflyfish,1,7,7,7
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,lionfish,1,26,26,26
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,bluehead wrasse,1,8,8,8
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,bicolor damselfish,1,6,6,6
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,yellow jack,1,28,28,28
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,blue parrotfish,1,45,45,45
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,ocean surgeonfish,1,6,6,6
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,1,french grunt,1,10,10,10
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,queen angelfish,1,10,10,10
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,butter hamlet,1,9,9,9
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,doctorfish,2,17.5,15,20
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,porkfish,1,12,12,12
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,highhat,1,9,9,9
164,2014-09-24_KL-P4,KL-P4,2014-09-24,Lizard,1608,1645,1612,1634,,3,28.27433388,85,None,12,Patch,13,11,11,0.4,1,45,30,25,0,0,0,75,25,25,20,10,35,10,0,2,goldspot goby,1,7,7,7
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,bicolor damselfish,37,6,3,8
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,blue chromis,17,7,6,9
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,brown chromis,37,7,5,7
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,cocoa damselfish,1,7,7,7
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,bluehead wrasse,70,6,5,13
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,redband parrotfish,6,10,7,25
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,yellowhead wrasse,4,12,7,13
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,striped parrotfish,5,7,5,8
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,reef butterflyfish,2,7,6,8
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,spotfin butterflyfish,2,9,8,10
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,ocean surgeonfish,1,13,13,13
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,stoplight parrotfish,1,28,28,28
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,redtail parrotfish,1,35,35,35
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,blue tang,4,12,12,15
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,white grunt,1,15,15,15
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,greenblotch parrotfish,2,5.5,5,6
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,creole wrasse,300,6,4,7
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,foureye butterflyfish,1,6,6,6
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,clown wrasse,1,10,10,10
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,harlequin bass,2,8.5,8,9
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,rock beauty,1,10,10,10
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,spanish hogfish,1,18,18,18
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,scrawled filefish,1,50,50,50
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,sharpnose puffer,2,6,5,7
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,gray angelfish,1,27,27,27
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,french angelfish,1,30,30,30
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,spotted trunkfish,1,35,35,35
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,graysby,1,15,15,15
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,trumpetfish,1,40,40,40
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,brown chromis,20,10,7,12
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,bicolor damselfish,61,6,3,9
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,bluehead wrasse,40,6,3,11
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,yellowhead wrasse,4,7,3,11
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,blue chromis,7,10,7,10
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,reef butterflyfish,2,9,8,10
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,mutton snapper,1,70,70,70
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,foureye butterflyfish,4,8,7,10
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,ocean surgeonfish,2,11,10,12
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,blue parrotfish,1,70,70,70
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,rock beauty,1,8,8,8
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,sharpnose puffer,3,4,3,5
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,masked goby,26,3,2,3
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,striped parrotfish,6,6,5,12
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,scrawled filefish,4,45,40,55
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,butter hamlet,1,10,,55
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,black grouper,1,85,85,85
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,princess parrotfish,7,7,6,15
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,balloonfish,1,15,15,15
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,creole wrasse,20,10,7,12
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,barracuda,1,80,80,80
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,stoplight parrotfish,1,35,35,35
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,cero,1,45,45,45
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,queen angelfish,1,32,32,32
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,clown wrasse,1,8,8,8
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,blue runner,180,20,15,25
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,graysby,1,13,13,13
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,harlequin bass,1,8,8,8
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,cocoa damselfish,1,8,8,8
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,smooth trunkfish,11,,,
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,french angelfish,1,38,38,38
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,spotfin butterflyfish,2,14,13,15
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,blue tang,1,14,14,14
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,doctorfish,1,15,15,15
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,striped parrotfish,18,6,3,8
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,stoplight parrotfish,1,3,3,3
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,cocoa damselfish,2,5.5,3,8
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,white grunt,5,10,7,12
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,goldspot goby,1,7,7,7
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,bluehead wrasse,1,7,7,7
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,sergeant major,7,6,5,7
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,foureye butterflyfish,1,6,6,6
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,blue parrotfish,1,8,8,8
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,redband parrotfish,1,11,11,11
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,blue tang,1,12,12,12
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,2,gray snapper,1,35,35,35
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,2,butter hamlet,1,8,8,8
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,2,queen angelfish,1,10,10,10
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,2,porgy sp.,1,11,11,11
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,2,yellowtail snapper,1,45,45,45
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,cocoa damselfish,2,7.5,6,9
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,white grunt,7,9,8,30
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,blue tang,4,13,11,15
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,stoplight parrotfish,1,8,8,8
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,striped parrotfish,22,6,3,11
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,black grouper,1,14,14,14
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,gray snapper,5,30,25,35
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,sergeant major,5,5,4,7
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,foureye butterflyfish,3,7,3,7
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,queen angelfish,1,7,,
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,bluestriped grunt,6,25,20,25
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,blue parrotfish,1,5,5,5
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,porkfish,1,13,13,13
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,doctorfish,1,13,13,13
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,spotfin butterflyfish,1,16,16,16
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,redband parrotfish,1,12,12,12
